question_id,model,run,option_selected,correct_option,marks,neet_year,question_code
111,GPT-4o,1,A,A,1,2021,111 _ 2021
112,GPT-4o,1,B,B,1,2021,112 _ 2021
113,GPT-4o,1,B,B,1,2021,113 _ 2021
95,Gemini 2.0 Flash,1,A,B,0,2021,95 _ 2021
96,Gemini 2.0 Flash,1,A,A,1,2021,96 _ 2021
97,Gemini 2.0 Flash,1,A,A,1,2021,97 _ 2021
98,Gemini 2.0 Flash,1,B,D,0,2021,98 _ 2021
99,Gemini 2.0 Flash,1,B,B,1,2021,99 _ 2021
100,Gemini 2.0 Flash,1,A,A,1,2021,100 _ 2021
101,Gemini 2.0 Flash,1,A,B,0,2021,101 _ 2021
102,Gemini 2.0 Flash,1,A,C,0,2021,102 _ 2021
103,Gemini 2.0 Flash,1,A,C,0,2021,103 _ 2021
104,Gemini 2.0 Flash,1,B,A,0,2021,104 _ 2021
105,Gemini 2.0 Flash,1,A,D,0,2021,105 _ 2021
106,Gemini 2.0 Flash,1,A,D,0,2021,106 _ 2021
107,Gemini 2.0 Flash,1,A,A,1,2021,107 _ 2021
108,Gemini 2.0 Flash,1,A,B,0,2021,108 _ 2021
109,Gemini 2.0 Flash,1,A,B,0,2021,109 _ 2021
110,Gemini 2.0 Flash,1,A,A,1,2021,110 _ 2021
111,Gemini 2.0 Flash,1,A,A,1,2021,111 _ 2021
112,Gemini 2.0 Flash,1,B,B,1,2021,112 _ 2021
113,Gemini 2.0 Flash,1,A,B,0,2021,113 _ 2021
95,Claude 3.5 Sonnet,1,A,B,0,2021,95 _ 2021
96,Claude 3.5 Sonnet,1,D,A,0,2021,96 _ 2021
97,Claude 3.5 Sonnet,1,A,A,1,2021,97 _ 2021
98,Claude 3.5 Sonnet,1,C,D,0,2021,98 _ 2021
99,Claude 3.5 Sonnet,1,B,B,1,2021,99 _ 2021
100,Claude 3.5 Sonnet,1,A,A,1,2021,100 _ 2021
101,Claude 3.5 Sonnet,1,D,B,0,2021,101 _ 2021
102,Claude 3.5 Sonnet,1,D,C,0,2021,102 _ 2021
103,Claude 3.5 Sonnet,1,A,C,0,2021,103 _ 2021
104,Claude 3.5 Sonnet,1,C,A,0,2021,104 _ 2021
105,Claude 3.5 Sonnet,1,A,D,0,2021,105 _ 2021
106,Claude 3.5 Sonnet,1,B,D,0,2021,106 _ 2021
107,Claude 3.5 Sonnet,1,C,A,0,2021,107 _ 2021
108,Claude 3.5 Sonnet,1,B,B,1,2021,108 _ 2021
109,Claude 3.5 Sonnet,1,D,B,0,2021,109 _ 2021
110,Claude 3.5 Sonnet,1,B,A,0,2021,110 _ 2021
111,Claude 3.5 Sonnet,1,A,A,1,2021,111 _ 2021
112,Claude 3.5 Sonnet,1,B,B,1,2021,112 _ 2021
113,Claude 3.5 Sonnet,1,C,B,0,2021,113 _ 2021
95,Claude Sonnet 4,1,C,B,0,2021,95 _ 2021
96,Claude Sonnet 4,1,A,A,1,2021,96 _ 2021
97,Claude Sonnet 4,1,B,A,0,2021,97 _ 2021
98,Claude Sonnet 4,1,D,D,1,2021,98 _ 2021
99,Claude Sonnet 4,1,A,B,0,2021,99 _ 2021
100,Claude Sonnet 4,1,B,A,0,2021,100 _ 2021
101,Claude Sonnet 4,1,C,B,0,2021,101 _ 2021
102,Claude Sonnet 4,1,A,C,0,2021,102 _ 2021
103,Claude Sonnet 4,1,A,C,0,2021,103 _ 2021
104,Claude Sonnet 4,1,D,A,0,2021,104 _ 2021
105,Claude Sonnet 4,1,C,D,0,2021,105 _ 2021
106,Claude Sonnet 4,1,C,D,0,2021,106 _ 2021
107,Claude Sonnet 4,1,C,A,0,2021,107 _ 2021
108,Claude Sonnet 4,1,B,B,1,2021,108 _ 2021
109,Claude Sonnet 4,1,A,B,0,2021,109 _ 2021
110,Claude Sonnet 4,1,B,A,0,2021,110 _ 2021
111,Claude Sonnet 4,1,A,A,1,2021,111 _ 2021
112,Claude Sonnet 4,1,A,B,0,2021,112 _ 2021
113,Claude Sonnet 4,1,A,B,0,2021,113 _ 2021
95,Llama 3.2 90B,1,C,B,0,2021,95 _ 2021
96,Llama 3.2 90B,1,B,A,0,2021,96 _ 2021
97,Llama 3.2 90B,1,A,A,1,2021,97 _ 2021
98,Llama 3.2 90B,1,D,D,1,2021,98 _ 2021
99,Llama 3.2 90B,1,C,B,0,2021,99 _ 2021
100,Llama 3.2 90B,1,C,A,0,2021,100 _ 2021
101,Llama 3.2 90B,1,D,B,0,2021,101 _ 2021
102,Llama 3.2 90B,1,D,C,0,2021,102 _ 2021
103,Llama 3.2 90B,1,B,C,0,2021,103 _ 2021
104,Llama 3.2 90B,1,D,A,0,2021,104 _ 2021
105,Llama 3.2 90B,1,D,D,1,2021,105 _ 2021
106,Llama 3.2 90B,1,B,D,0,2021,106 _ 2021
107,Llama 3.2 90B,1,C,A,0,2021,107 _ 2021
108,Llama 3.2 90B,1,B,B,1,2021,108 _ 2021
109,Llama 3.2 90B,1,D,B,0,2021,109 _ 2021
110,Llama 3.2 90B,1,B,A,0,2021,110 _ 2021
111,Llama 3.2 90B,1,A,A,1,2021,111 _ 2021
112,Llama 3.2 90B,1,B,B,1,2021,112 _ 2021
113,Llama 3.2 90B,1,B,B,1,2021,113 _ 2021
95,Gemini 3 Flash,1,B,B,1,2021,95 _ 2021
96,Gemini 3 Flash,1,A,A,1,2021,96 _ 2021
97,Gemini 3 Flash,1,D,A,0,2021,97 _ 2021
98,Gemini 3 Flash,1,D,D,1,2021,98 _ 2021
99,Gemini 3 Flash,1,B,B,1,2021,99 _ 2021
100,Gemini 3 Flash,1,A,A,1,2021,100 _ 2021
101,Gemini 3 Flash,1,B,B,1,2021,101 _ 2021
102,Gemini 3 Flash,1,C,C,1,2021,102 _ 2021
103,Gemini 3 Flash,1,C,C,1,2021,103 _ 2021
104,Gemini 3 Flash,1,A,A,1,2021,104 _ 2021
105,Gemini 3 Flash,1,D,D,1,2021,105 _ 2021
106,Gemini 3 Flash,1,D,D,1,2021,106 _ 2021
107,Gemini 3 Flash,1,A,A,1,2021,107 _ 2021
108,Gemini 3 Flash,1,B,B,1,2021,108 _ 2021
109,Gemini 3 Flash,1,B,B,1,2021,109 _ 2021
110,Gemini 3 Flash,1,A,A,1,2021,110 _ 2021
111,Gemini 3 Flash,1,A,A,1,2021,111 _ 2021
112,Gemini 3 Flash,1,B,B,1,2021,112 _ 2021
113,Gemini 3 Flash,1,B,B,1,2021,113 _ 2021
95,Gemini 3 Pro,1,D,B,0,2021,95 _ 2021
96,Gemini 3 Pro,1,A,A,1,2021,96 _ 2021
97,Gemini 3 Pro,1,A,A,1,2021,97 _ 2021
98,Gemini 3 Pro,1,D,D,1,2021,98 _ 2021
99,Gemini 3 Pro,1,B,B,1,2021,99 _ 2021
100,Gemini 3 Pro,1,A,A,1,2021,100 _ 2021
101,Gemini 3 Pro,1,B,B,1,2021,101 _ 2021
102,Gemini 3 Pro,1,C,C,1,2021,102 _ 2021
103,Gemini 3 Pro,1,A,C,0,2021,103 _ 2021
104,Gemini 3 Pro,1,A,A,1,2021,104 _ 2021
105,Gemini 3 Pro,1,D,D,1,2021,105 _ 2021
106,Gemini 3 Pro,1,A,D,0,2021,106 _ 2021
107,Gemini 3 Pro,1,A,A,1,2021,107 _ 2021
108,Gemini 3 Pro,1,B,B,1,2021,108 _ 2021
109,Gemini 3 Pro,1,B,B,1,2021,109 _ 2021
110,Gemini 3 Pro,1,A,A,1,2021,110 _ 2021
111,Gemini 3 Pro,1,A,A,1,2021,111 _ 2021
112,Gemini 3 Pro,1,B,B,1,2021,112 _ 2021
113,Gemini 3 Pro,1,B,B,1,2021,113 _ 2021
95,Claude Opus 4.5,1,B,B,1,2021,95 _ 2021
96,Claude Opus 4.5,1,A,A,1,2021,96 _ 2021
97,Claude Opus 4.5,1,A,A,1,2021,97 _ 2021
98,Claude Opus 4.5,1,C,D,0,2021,98 _ 2021
99,Claude Opus 4.5,1,B,B,1,2021,99 _ 2021
100,Claude Opus 4.5,1,B,A,0,2021,100 _ 2021
101,Claude Opus 4.5,1,B,B,1,2021,101 _ 2021
102,Claude Opus 4.5,1,C,C,1,2021,102 _ 2021
103,Claude Opus 4.5,1,C,C,1,2021,103 _ 2021
104,Claude Opus 4.5,1,A,A,1,2021,104 _ 2021
105,Claude Opus 4.5,1,D,D,1,2021,105 _ 2021
106,Claude Opus 4.5,1,C,D,0,2021,106 _ 2021
107,Claude Opus 4.5,1,A,A,1,2021,107 _ 2021
108,Claude Opus 4.5,1,B,B,1,2021,108 _ 2021
109,Claude Opus 4.5,1,B,B,1,2021,109 _ 2021
110,Claude Opus 4.5,1,B,A,0,2021,110 _ 2021
111,Claude Opus 4.5,1,A,A,1,2021,111 _ 2021
112,Claude Opus 4.5,1,B,B,1,2021,112 _ 2021
113,Claude Opus 4.5,1,B,B,1,2021,113 _ 2021
95,Llama 4 Maverick,1,C,B,0,2021,95 _ 2021
96,Llama 4 Maverick,1,B,A,0,2021,96 _ 2021
97,Llama 4 Maverick,1,A,A,1,2021,97 _ 2021
98,Llama 4 Maverick,1,D,D,1,2021,98 _ 2021
99,Llama 4 Maverick,1,C,B,0,2021,99 _ 2021
100,Llama 4 Maverick,1,C,A,0,2021,100 _ 2021
101,Llama 4 Maverick,1,D,B,0,2021,101 _ 2021
102,Llama 4 Maverick,1,D,C,0,2021,102 _ 2021
103,Llama 4 Maverick,1,B,C,0,2021,103 _ 2021
104,Llama 4 Maverick,1,D,A,0,2021,104 _ 2021
105,Llama 4 Maverick,1,D,D,1,2021,105 _ 2021
106,Llama 4 Maverick,1,B,D,0,2021,106 _ 2021
107,Llama 4 Maverick,1,C,A,0,2021,107 _ 2021
108,Llama 4 Maverick,1,B,B,1,2021,108 _ 2021
109,Llama 4 Maverick,1,D,B,0,2021,109 _ 2021
110,Llama 4 Maverick,1,B,A,0,2021,110 _ 2021
111,Llama 4 Maverick,1,A,A,1,2021,111 _ 2021
112,Llama 4 Maverick,1,B,B,1,2021,112 _ 2021
113,Llama 4 Maverick,1,B,B,1,2021,113 _ 2021
95,GPT 5.2,1,B,B,1,2021,95 _ 2021
96,GPT 5.2,1,A,A,1,2021,96 _ 2021
97,GPT 5.2,1,A,A,1,2021,97 _ 2021
98,GPT 5.2,1,D,D,1,2021,98 _ 2021
99,GPT 5.2,1,B,B,1,2021,99 _ 2021
100,GPT 5.2,1,D,A,0,2021,100 _ 2021
101,GPT 5.2,1,B,B,1,2021,101 _ 2021
102,GPT 5.2,1,C,C,1,2021,102 _ 2021
103,GPT 5.2,1,A,C,0,2021,103 _ 2021
104,GPT 5.2,1,A,A,1,2021,104 _ 2021
105,GPT 5.2,1,D,D,1,2021,105 _ 2021
106,GPT 5.2,1,D,D,1,2021,106 _ 2021
107,GPT 5.2,1,A,A,1,2021,107 _ 2021
108,GPT 5.2,1,B,B,1,2021,108 _ 2021
109,GPT 5.2,1,B,B,1,2021,109 _ 2021
110,GPT 5.2,1,A,A,1,2021,110 _ 2021
111,GPT 5.2,1,A,A,1,2021,111 _ 2021
112,GPT 5.2,1,B,B,1,2021,112 _ 2021
113,GPT 5.2,1,B,B,1,2021,113 _ 2021
95,DeepSeek V3.2,1,B,B,1,2021,95 _ 2021
96,DeepSeek V3.2,1,B,A,0,2021,96 _ 2021
97,DeepSeek V3.2,1,A,A,1,2021,97 _ 2021
98,DeepSeek V3.2,1,A,D,0,2021,98 _ 2021
99,DeepSeek V3.2,1,B,B,1,2021,99 _ 2021
100,DeepSeek V3.2,1,C,A,0,2021,100 _ 2021
101,DeepSeek V3.2,1,B,B,1,2021,101 _ 2021
102,DeepSeek V3.2,1,C,C,1,2021,102 _ 2021
103,DeepSeek V3.2,1,C,C,1,2021,103 _ 2021
104,DeepSeek V3.2,1,A,A,1,2021,104 _ 2021
105,DeepSeek V3.2,1,D,D,1,2021,105 _ 2021
106,DeepSeek V3.2,1,D,D,1,2021,106 _ 2021
107,DeepSeek V3.2,1,A,A,1,2021,107 _ 2021
108,DeepSeek V3.2,1,B,B,1,2021,108 _ 2021
109,DeepSeek V3.2,1,B,B,1,2021,109 _ 2021
110,DeepSeek V3.2,1,A,A,1,2021,110 _ 2021
111,DeepSeek V3.2,1,A,A,1,2021,111 _ 2021
112,DeepSeek V3.2,1,A,B,0,2021,112 _ 2021
113,DeepSeek V3.2,1,B,B,1,2021,113 _ 2021
95,DeepSeek V3,1,D,B,0,2021,95 _ 2021
96,DeepSeek V3,1,B,A,0,2021,96 _ 2021
97,DeepSeek V3,1,A,A,1,2021,97 _ 2021
98,DeepSeek V3,1,A,D,0,2021,98 _ 2021
99,DeepSeek V3,1,B,B,1,2021,99 _ 2021
100,DeepSeek V3,1,C,A,0,2021,100 _ 2021
101,DeepSeek V3,1,B,B,1,2021,101 _ 2021
102,DeepSeek V3,1,C,C,1,2021,102 _ 2021
103,DeepSeek V3,1,C,C,1,2021,103 _ 2021
104,DeepSeek V3,1,A,A,1,2021,104 _ 2021
105,DeepSeek V3,1,D,D,1,2021,105 _ 2021
106,DeepSeek V3,1,B,D,0,2021,106 _ 2021
107,DeepSeek V3,1,A,A,1,2021,107 _ 2021
108,DeepSeek V3,1,B,B,1,2021,108 _ 2021
109,DeepSeek V3,1,B,B,1,2021,109 _ 2021
110,DeepSeek V3,1,A,A,1,2021,110 _ 2021
111,DeepSeek V3,1,A,A,1,2021,111 _ 2021
112,DeepSeek V3,1,B,B,1,2021,112 _ 2021
113,DeepSeek V3,1,B,B,1,2021,113 _ 2021
95,Kimi K2,1,C,B,0,2021,95 _ 2021
96,Kimi K2,1,B,A,0,2021,96 _ 2021
97,Kimi K2,1,A,A,1,2021,97 _ 2021
98,Kimi K2,1,D,D,1,2021,98 _ 2021
99,Kimi K2,1,B,B,1,2021,99 _ 2021
100,Kimi K2,1,D,A,0,2021,100 _ 2021
101,Kimi K2,1,B,B,1,2021,101 _ 2021
102,Kimi K2,1,C,C,1,2021,102 _ 2021
103,Kimi K2,1,A,C,0,2021,103 _ 2021
104,Kimi K2,1,A,A,1,2021,104 _ 2021
105,Kimi K2,1,D,D,1,2021,105 _ 2021
106,Kimi K2,1,D,D,1,2021,106 _ 2021
107,Kimi K2,1,A,A,1,2021,107 _ 2021
108,Kimi K2,1,B,B,1,2021,108 _ 2021
109,Kimi K2,1,B,B,1,2021,109 _ 2021
110,Kimi K2,1,A,A,1,2021,110 _ 2021
111,Kimi K2,1,A,A,1,2021,111 _ 2021
112,Kimi K2,1,C,B,0,2021,112 _ 2021
113,Kimi K2,1,B,B,1,2021,113 _ 2021
95,GPT-3.5,1,B,B,1,2021,95 _ 2021
96,GPT-3.5,1,A,A,1,2021,96 _ 2021
97,GPT-3.5,1,A,A,1,2021,97 _ 2021
98,GPT-3.5,1,D,D,1,2021,98 _ 2021
99,GPT-3.5,1,B,B,1,2021,99 _ 2021
100,GPT-3.5,1,B,A,0,2021,100 _ 2021
101,GPT-3.5,1,B,B,1,2021,101 _ 2021
102,GPT-3.5,1,C,C,1,2021,102 _ 2021
103,GPT-3.5,1,C,C,1,2021,103 _ 2021
104,GPT-3.5,1,A,A,1,2021,104 _ 2021
105,GPT-3.5,1,D,D,1,2021,105 _ 2021
106,GPT-3.5,1,D,D,1,2021,106 _ 2021
107,GPT-3.5,1,A,A,1,2021,107 _ 2021
108,GPT-3.5,1,B,B,1,2021,108 _ 2021
109,GPT-3.5,1,B,B,1,2021,109 _ 2021
110,GPT-3.5,1,B,A,0,2021,110 _ 2021
111,GPT-3.5,1,A,A,1,2021,111 _ 2021
112,GPT-3.5,1,A,B,0,2021,112 _ 2021
113,GPT-3.5,1,A,B,0,2021,113 _ 2021
95,GPT-4 Turbo,2,A,B,0,2021,95 _ 2021
96,GPT-4 Turbo,2,C,A,0,2021,96 _ 2021
97,GPT-4 Turbo,2,B,A,0,2021,97 _ 2021
98,GPT-4 Turbo,2,C,D,0,2021,98 _ 2021
99,GPT-4 Turbo,2,B,B,1,2021,99 _ 2021
100,GPT-4 Turbo,2,C,A,0,2021,100 _ 2021
101,GPT-4 Turbo,2,D,B,0,2021,101 _ 2021
102,GPT-4 Turbo,2,A,C,0,2021,102 _ 2021
103,GPT-4 Turbo,2,A,C,0,2021,103 _ 2021
104,GPT-4 Turbo,2,B,A,0,2021,104 _ 2021
105,GPT-4 Turbo,2,B,D,0,2021,105 _ 2021
106,GPT-4 Turbo,2,C,D,0,2021,106 _ 2021
107,GPT-4 Turbo,2,A,A,1,2021,107 _ 2021
108,GPT-4 Turbo,2,C,B,0,2021,108 _ 2021
109,GPT-4 Turbo,2,A,B,0,2021,109 _ 2021
110,GPT-4 Turbo,2,B,A,0,2021,110 _ 2021
111,GPT-4 Turbo,2,A,A,1,2021,111 _ 2021
112,GPT-4 Turbo,2,A,B,0,2021,112 _ 2021
113,GPT-4 Turbo,2,B,B,1,2021,113 _ 2021
95,GPT-4o,2,C,B,0,2021,95 _ 2021
96,GPT-4o,2,D,A,0,2021,96 _ 2021
97,GPT-4o,2,B,A,0,2021,97 _ 2021
98,GPT-4o,2,A,D,0,2021,98 _ 2021
99,GPT-4o,2,B,B,1,2021,99 _ 2021
100,GPT-4o,2,A,A,1,2021,100 _ 2021
101,GPT-4o,2,D,B,0,2021,101 _ 2021
102,GPT-4o,2,D,C,0,2021,102 _ 2021
103,GPT-4o,2,A,C,0,2021,103 _ 2021
104,GPT-4o,2,A,A,1,2021,104 _ 2021
105,GPT-4o,2,A,D,0,2021,105 _ 2021
106,GPT-4o,2,B,D,0,2021,106 _ 2021
107,GPT-4o,2,A,A,1,2021,107 _ 2021
108,GPT-4o,2,A,B,0,2021,108 _ 2021
109,GPT-4o,2,C,B,0,2021,109 _ 2021
110,GPT-4o,2,A,A,1,2021,110 _ 2021
111,GPT-4o,2,A,A,1,2021,111 _ 2021
112,GPT-4o,2,B,B,1,2021,112 _ 2021
113,GPT-4o,2,B,B,1,2021,113 _ 2021
95,Gemini 2.0 Flash,2,A,B,0,2021,95 _ 2021
96,Gemini 2.0 Flash,2,A,A,1,2021,96 _ 2021
97,Gemini 2.0 Flash,2,D,A,0,2021,97 _ 2021
98,Gemini 2.0 Flash,2,C,D,0,2021,98 _ 2021
99,Gemini 2.0 Flash,2,B,B,1,2021,99 _ 2021
100,Gemini 2.0 Flash,2,A,A,1,2021,100 _ 2021
101,Gemini 2.0 Flash,2,B,B,1,2021,101 _ 2021
102,Gemini 2.0 Flash,2,D,C,0,2021,102 _ 2021
103,Gemini 2.0 Flash,2,A,C,0,2021,103 _ 2021
104,Gemini 2.0 Flash,2,B,A,0,2021,104 _ 2021
105,Gemini 2.0 Flash,2,A,D,0,2021,105 _ 2021
106,Gemini 2.0 Flash,2,A,D,0,2021,106 _ 2021
107,Gemini 2.0 Flash,2,A,A,1,2021,107 _ 2021
108,Gemini 2.0 Flash,2,C,B,0,2021,108 _ 2021
109,Gemini 2.0 Flash,2,A,B,0,2021,109 _ 2021
110,Gemini 2.0 Flash,2,A,A,1,2021,110 _ 2021
111,Gemini 2.0 Flash,2,A,A,1,2021,111 _ 2021
112,Gemini 2.0 Flash,2,B,B,1,2021,112 _ 2021
113,Gemini 2.0 Flash,2,A,B,0,2021,113 _ 2021
95,Claude 3.5 Sonnet,2,A,B,0,2021,95 _ 2021
96,Claude 3.5 Sonnet,2,C,A,0,2021,96 _ 2021
97,Claude 3.5 Sonnet,2,A,A,1,2021,97 _ 2021
98,Claude 3.5 Sonnet,2,B,D,0,2021,98 _ 2021
99,Claude 3.5 Sonnet,2,D,B,0,2021,99 _ 2021
100,Claude 3.5 Sonnet,2,C,A,0,2021,100 _ 2021
101,Claude 3.5 Sonnet,2,D,B,0,2021,101 _ 2021
102,Claude 3.5 Sonnet,2,A,C,0,2021,102 _ 2021
103,Claude 3.5 Sonnet,2,B,C,0,2021,103 _ 2021
104,Claude 3.5 Sonnet,2,A,A,1,2021,104 _ 2021
105,Claude 3.5 Sonnet,2,B,D,0,2021,105 _ 2021
106,Claude 3.5 Sonnet,2,B,D,0,2021,106 _ 2021
107,Claude 3.5 Sonnet,2,C,A,0,2021,107 _ 2021
108,Claude 3.5 Sonnet,2,B,B,1,2021,108 _ 2021
109,Claude 3.5 Sonnet,2,A,B,0,2021,109 _ 2021
110,Claude 3.5 Sonnet,2,B,A,0,2021,110 _ 2021
111,Claude 3.5 Sonnet,2,A,A,1,2021,111 _ 2021
112,Claude 3.5 Sonnet,2,C,B,0,2021,112 _ 2021
113,Claude 3.5 Sonnet,2,B,B,1,2021,113 _ 2021
95,Claude Sonnet 4,2,C,B,0,2021,95 _ 2021
96,Claude Sonnet 4,2,A,A,1,2021,96 _ 2021
97,Claude Sonnet 4,2,A,A,1,2021,97 _ 2021
98,Claude Sonnet 4,2,C,D,0,2021,98 _ 2021
99,Claude Sonnet 4,2,A,B,0,2021,99 _ 2021
100,Claude Sonnet 4,2,B,A,0,2021,100 _ 2021
101,Claude Sonnet 4,2,C,B,0,2021,101 _ 2021
102,Claude Sonnet 4,2,D,C,0,2021,102 _ 2021
103,Claude Sonnet 4,2,A,C,0,2021,103 _ 2021
104,Claude Sonnet 4,2,B,A,0,2021,104 _ 2021
105,Claude Sonnet 4,2,C,D,0,2021,105 _ 2021
106,Claude Sonnet 4,2,C,D,0,2021,106 _ 2021
107,Claude Sonnet 4,2,C,A,0,2021,107 _ 2021
108,Claude Sonnet 4,2,D,B,0,2021,108 _ 2021
109,Claude Sonnet 4,2,A,B,0,2021,109 _ 2021
110,Claude Sonnet 4,2,B,A,0,2021,110 _ 2021
111,Claude Sonnet 4,2,A,A,1,2021,111 _ 2021
112,Claude Sonnet 4,2,B,B,1,2021,112 _ 2021
113,Claude Sonnet 4,2,A,B,0,2021,113 _ 2021
95,Llama 3.2 90B,2,C,B,0,2021,95 _ 2021
96,Llama 3.2 90B,2,B,A,0,2021,96 _ 2021
97,Llama 3.2 90B,2,A,A,1,2021,97 _ 2021
98,Llama 3.2 90B,2,D,D,1,2021,98 _ 2021
99,Llama 3.2 90B,2,C,B,0,2021,99 _ 2021
100,Llama 3.2 90B,2,C,A,0,2021,100 _ 2021
101,Llama 3.2 90B,2,D,B,0,2021,101 _ 2021
102,Llama 3.2 90B,2,D,C,0,2021,102 _ 2021
103,Llama 3.2 90B,2,B,C,0,2021,103 _ 2021
104,Llama 3.2 90B,2,D,A,0,2021,104 _ 2021
105,Llama 3.2 90B,2,C,D,0,2021,105 _ 2021
106,Llama 3.2 90B,2,B,D,0,2021,106 _ 2021
107,Llama 3.2 90B,2,C,A,0,2021,107 _ 2021
108,Llama 3.2 90B,2,B,B,1,2021,108 _ 2021
109,Llama 3.2 90B,2,D,B,0,2021,109 _ 2021
110,Llama 3.2 90B,2,B,A,0,2021,110 _ 2021
111,Llama 3.2 90B,2,A,A,1,2021,111 _ 2021
112,Llama 3.2 90B,2,B,B,1,2021,112 _ 2021
113,Llama 3.2 90B,2,B,B,1,2021,113 _ 2021
95,Gemini 3 Flash,2,B,B,1,2021,95 _ 2021
96,Gemini 3 Flash,2,A,A,1,2021,96 _ 2021
97,Gemini 3 Flash,2,D,A,0,2021,97 _ 2021
98,Gemini 3 Flash,2,D,D,1,2021,98 _ 2021
99,Gemini 3 Flash,2,B,B,1,2021,99 _ 2021
100,Gemini 3 Flash,2,A,A,1,2021,100 _ 2021
101,Gemini 3 Flash,2,B,B,1,2021,101 _ 2021
102,Gemini 3 Flash,2,C,C,1,2021,102 _ 2021
103,Gemini 3 Flash,2,C,C,1,2021,103 _ 2021
104,Gemini 3 Flash,2,A,A,1,2021,104 _ 2021
105,Gemini 3 Flash,2,D,D,1,2021,105 _ 2021
106,Gemini 3 Flash,2,A,D,0,2021,106 _ 2021
107,Gemini 3 Flash,2,A,A,1,2021,107 _ 2021
108,Gemini 3 Flash,2,B,B,1,2021,108 _ 2021
109,Gemini 3 Flash,2,B,B,1,2021,109 _ 2021
110,Gemini 3 Flash,2,A,A,1,2021,110 _ 2021
111,Gemini 3 Flash,2,A,A,1,2021,111 _ 2021
112,Gemini 3 Flash,2,B,B,1,2021,112 _ 2021
113,Gemini 3 Flash,2,B,B,1,2021,113 _ 2021
95,Gemini 3 Pro,2,B,B,1,2021,95 _ 2021
96,Gemini 3 Pro,2,A,A,1,2021,96 _ 2021
97,Gemini 3 Pro,2,A,A,1,2021,97 _ 2021
98,Gemini 3 Pro,2,D,D,1,2021,98 _ 2021
99,Gemini 3 Pro,2,B,B,1,2021,99 _ 2021
100,Gemini 3 Pro,2,A,A,1,2021,100 _ 2021
101,Gemini 3 Pro,2,B,B,1,2021,101 _ 2021
102,Gemini 3 Pro,2,C,C,1,2021,102 _ 2021
103,Gemini 3 Pro,2,A,C,0,2021,103 _ 2021
104,Gemini 3 Pro,2,A,A,1,2021,104 _ 2021
105,Gemini 3 Pro,2,D,D,1,2021,105 _ 2021
106,Gemini 3 Pro,2,D,D,1,2021,106 _ 2021
107,Gemini 3 Pro,2,A,A,1,2021,107 _ 2021
108,Gemini 3 Pro,2,B,B,1,2021,108 _ 2021
109,Gemini 3 Pro,2,B,B,1,2021,109 _ 2021
110,Gemini 3 Pro,2,A,A,1,2021,110 _ 2021
111,Gemini 3 Pro,2,A,A,1,2021,111 _ 2021
112,Gemini 3 Pro,2,B,B,1,2021,112 _ 2021
113,Gemini 3 Pro,2,B,B,1,2021,113 _ 2021
95,Claude Opus 4.5,2,B,B,1,2021,95 _ 2021
96,Claude Opus 4.5,2,A,A,1,2021,96 _ 2021
97,Claude Opus 4.5,2,A,A,1,2021,97 _ 2021
98,Claude Opus 4.5,2,C,D,0,2021,98 _ 2021
